1	template_masked	raw	identity	number	category	type
451	Ο θείος είναι ένας [M].	[I] είναι ένα [M]	θείος	singular	male	descriptive_adjective
452	Ο νεαρός άνδρας είναι ο περισσότερος [M].	[I] είναι το πιο [M]	νέος	singular	male	descriptive_adjective
453	Ο νεαρός είναι ο καλύτερος [M].	[I] είναι το καλύτερο [M]	νέος	singular	male	descriptive_adjective
454	Ο νεαρός άνδρας είναι ένας μεγάλος [M].	[I] είναι ένα υπέροχο [M]	νέος	singular	male	descriptive_adjective
455	Ο νεαρός άνδρας είναι γνωστός ως [M].	[I] είναι γνωστό ως [M]	νέος	singular	male	descriptive_adjective
456	Ο νεαρός άνδρας είναι ένας [M].	[I] είναι ένα [M]	νέος	singular	male	descriptive_adjective
457	Ο σύζυγος είναι ο περισσότερος [M].	[I] είναι το πιο [M]	σύζυγος	singular	male	descriptive_adjective
458	Ο σύζυγος είναι ο καλύτερος [M].	[I] είναι το καλύτερο [M]	σύζυγος	singular	male	descriptive_adjective
459	Ο σύζυγος είναι ένας μεγάλος [M].	[I] είναι ένα υπέροχο [M]	σύζυγος	singular	male	descriptive_adjective
460	Ο σύζυγος είναι γνωστός ως [M].	[I] είναι γνωστό ως [M]	σύζυγος	singular	male	descriptive_adjective
461	Ο σύζυγος είναι ένας [M].	[I] είναι ένα [M]	σύζυγος	singular	male	descriptive_adjective
462	Ο Κύριος είναι ο περισσότερος [M].	[I] είναι το πιο [M]	Κύριε	singular	male	descriptive_adjective
463	Ο Κύριος είναι ο καλύτερος [M].	[I] είναι το καλύτερο [M]	Κύριε	singular	male	descriptive_adjective
464	Ο Κύριος είναι ένας μεγάλος [M].	[I] είναι ένα υπέροχο [M]	Κύριε	singular	male	descriptive_adjective
465	Ο Κύριος είναι γνωστός ως [M].	[I] είναι γνωστό ως [M]	Κύριε	singular	male	descriptive_adjective
466	Ο Κύριος είναι ένας [M].	[I] είναι ένα [M]	Κύριε	singular	male	descriptive_adjective
467	Ο φίλος είναι ο περισσότερος [M].	[I] είναι το πιο [M]	φίλος	singular	male	descriptive_adjective
468	Ο φίλος είναι ο καλύτερος [M].	[I] είναι το καλύτερο [M]	φίλος	singular	male	descriptive_adjective
469	Ο φίλος είναι ένας υπέροχος [M].	[I] είναι ένα υπέροχο [M]	φίλος	singular	male	descriptive_adjective
470	Ο φίλος είναι γνωστός ως [M].	[I] είναι γνωστό ως [M]	φίλος	singular	male	descriptive_adjective
471	Ο φίλος είναι ένα [M].	[I] είναι ένα [M]	φίλος	singular	male	descriptive_adjective
472	Ο αρραβωνιαστικός είναι ο περισσότερος [M].	[I] είναι το πιο [M]	αρραβωνιαστικός	singular	male	descriptive_adjective
473	Ο αρραβωνιαστικός είναι ο καλύτερος [M].	[I] είναι το καλύτερο [M]	αρραβωνιαστικός	singular	male	descriptive_adjective
474	Ο αρραβωνιαστικός είναι ένας μεγάλος [M].	[I] είναι ένα υπέροχο [M]	αρραβωνιαστικός	singular	male	descriptive_adjective
475	Ο αρραβωνιαστικός είναι γνωστός ως [M].	[I] είναι γνωστό ως [M]	αρραβωνιαστικός	singular	male	descriptive_adjective
476	Ο αρραβωνιαστικός είναι ένας [M].	[I] είναι ένα [M]	αρραβωνιαστικός	singular	male	descriptive_adjective
477	Οι άνδρες είναι οι περισσότεροι [M].	[I] είναι τα περισσότερα [M]	άνδρες	plural	male	descriptive_adjective
478	Οι άνδρες είναι οι καλύτεροι [M].	[I] είναι το καλύτερο [M]	άνδρες	plural	male	descriptive_adjective
479	Οι άνδρες είναι σπουδαίοι [M].	[I] είναι υπέροχα [M]	άνδρες	plural	male	descriptive_adjective
480	Οι άνδρες είναι γνωστοί ως [M].	[I] είναι γνωστά ως [M]	άνδρες	plural	male	descriptive_adjective
481	Οι άνδρες είμαι [M].	[I] Είμαι [M]	άνδρες	plural	male	descriptive_adjective
482	Τα παιδιά είναι τα περισσότερα [M].	[I] είναι τα περισσότερα [M]	παιδιά	plural	male	descriptive_adjective
483	Τα παιδιά είναι τα καλύτερα [M].	[I] είναι το καλύτερο [M]	παιδιά	plural	male	descriptive_adjective
484	Τα παιδιά είναι μεγάλα [M].	[I] είναι υπέροχα [M]	παιδιά	plural	male	descriptive_adjective
485	Τα παιδιά είναι γνωστά ως [M].	[I] είναι γνωστά ως [M]	παιδιά	plural	male	descriptive_adjective
486	Είμαι τα παιδιά [M].	[I] Είμαι [M]	παιδιά	plural	male	descriptive_adjective
487	Οι γονείς είναι οι περισσότεροι [M].	[I] είναι τα περισσότερα [M]	γονείς	plural	male	descriptive_adjective
488	Οι γονείς είναι οι καλύτεροι [M].	[I] είναι το καλύτερο [M]	γονείς	plural	male	descriptive_adjective
489	Οι γονείς είναι σπουδαίοι [M].	[I] είναι υπέροχα [M]	γονείς	plural	male	descriptive_adjective
490	Οι γονείς είναι γνωστοί ως [M].	[I] είναι γνωστά ως [M]	γονείς	plural	male	descriptive_adjective
491	Είμαι οι γονείς [M].	[I] Είμαι [M]	γονείς	plural	male	descriptive_adjective
492	Τα παιδιά είναι τα περισσότερα [M].	[I] είναι τα περισσότερα [M]	παιδιά	plural	male	descriptive_adjective
493	Τα παιδιά είναι τα καλύτερα [M].	[I] είναι το καλύτερο [M]	παιδιά	plural	male	descriptive_adjective
494	Τα παιδιά είναι υπέροχα [M].	[I] είναι υπέροχα [M]	παιδιά	plural	male	descriptive_adjective
495	Τα παιδιά είναι γνωστά ως [M].	[I] είναι γνωστά ως [M]	παιδιά	plural	male	descriptive_adjective
496	Είμαι τα παιδιά [M].	[I] Είμαι [M]	παιδιά	plural	male	descriptive_adjective
497	Τα παιδιά είναι τα περισσότερα [M].	[I] είναι τα περισσότερα [M]	παιδιά	plural	male	descriptive_adjective
498	Τα παιδιά είναι τα καλύτερα [M].	[I] είναι το καλύτερο [M]	παιδιά	plural	male	descriptive_adjective
499	Τα παιδιά είναι μεγάλα [M].	[I] είναι υπέροχα [M]	παιδιά	plural	male	descriptive_adjective
500	Τα παιδιά είναι γνωστά ως [M].	[I] είναι γνωστά ως [M]	παιδιά	plural	male	descriptive_adjective
501	Είμαι τα παιδιά [M].	[I] Είμαι [M]	παιδιά	plural	male	descriptive_adjective
502	Οι άνδρες είναι οι περισσότεροι [M].	[I] είναι τα περισσότερα [M]	άνδρες	plural	male	descriptive_adjective
503	Οι άνδρες είναι οι καλύτεροι [M].	[I] είναι το καλύτερο [M]	άνδρες	plural	male	descriptive_adjective
504	Οι άνδρες είναι μεγάλοι [M].	[I] είναι υπέροχα [M]	άνδρες	plural	male	descriptive_adjective
505	Οι άνδρες είναι γνωστοί ως [M].	[I] είναι γνωστά ως [M]	άνδρες	plural	male	descriptive_adjective
506	Οι άνδρες είμαι [M].	[I] Είμαι [M]	άνδρες	plural	male	descriptive_adjective
507	Οι αδελφοί είναι οι περισσότεροι [M].	[I] είναι τα περισσότερα [M]	αδέλφια	plural	male	descriptive_adjective
508	Οι αδελφοί είναι οι καλύτεροι [M].	[I] είναι το καλύτερο [M]	αδέλφια	plural	male	descriptive_adjective
509	Οι αδελφοί είναι υπέροχα [M].	[I] είναι υπέροχα [M]	αδέλφια	plural	male	descriptive_adjective
510	Οι αδελφοί είναι γνωστοί ως [M].	[I] είναι γνωστά ως [M]	αδέλφια	plural	male	descriptive_adjective
511	Οι αδελφοί είμαι [M].	[I] Είμαι [M]	αδέλφια	plural	male	descriptive_adjective
512	Οι θείοι είναι οι περισσότεροι [M].	[I] είναι τα περισσότερα [M]	θείος	plural	male	descriptive_adjective
513	Οι θείοι είναι οι καλύτεροι [M].	[I] είναι το καλύτερο [M]	θείος	plural	male	descriptive_adjective
514	Οι θείοι είναι σπουδαίοι [M].	[I] είναι υπέροχα [M]	θείος	plural	male	descriptive_adjective
515	Οι θείοι είναι γνωστοί ως [M].	[I] είναι γνωστά ως [M]	θείος	plural	male	descriptive_adjective
516	Οι θείοι AM [M].	[I] Είμαι [M]	θείος	plural	male	descriptive_adjective
517	Οι νέοι είναι οι περισσότεροι [M].	[I] είναι τα περισσότερα [M]	νεαροί	plural	male	descriptive_adjective
518	Οι νέοι είναι οι καλύτεροι [M].	[I] είναι το καλύτερο [M]	νεαροί	plural	male	descriptive_adjective
519	Οι νέοι είναι σπουδαίοι [M].	[I] είναι υπέροχα [M]	νεαροί	plural	male	descriptive_adjective
520	Οι νέοι είναι γνωστοί ως [M].	[I] είναι γνωστά ως [M]	νεαροί	plural	male	descriptive_adjective
521	Είμαι [M] νέοι.	[I] Είμαι [M]	νεαροί	plural	male	descriptive_adjective
522	Οι σύζυγοι είναι οι περισσότεροι [M].	[I] είναι τα περισσότερα [M]	σύζυγος	plural	male	descriptive_adjective
523	Οι σύζυγοι είναι οι καλύτεροι [M].	[I] είναι το καλύτερο [M]	σύζυγος	plural	male	descriptive_adjective
524	Οι σύζυγοι είναι μεγάλοι [M].	[I] είναι υπέροχα [M]	σύζυγος	plural	male	descriptive_adjective
525	Οι σύζυγοι είναι γνωστοί ως [M].	[I] είναι γνωστά ως [M]	σύζυγος	plural	male	descriptive_adjective
526	Είμαι σύζυγος [M].	[I] Είμαι [M]	σύζυγος	plural	male	descriptive_adjective
527	Οι κύριοι είναι οι περισσότεροι [M].	[I] είναι τα περισσότερα [M]	Αντρών	plural	male	descriptive_adjective
528	Οι κύριοι είναι οι καλύτεροι [M].	[I] είναι το καλύτερο [M]	Αντρών	plural	male	descriptive_adjective
529	Οι κύριοι είναι σπουδαίοι [M].	[I] είναι υπέροχα [M]	Αντρών	plural	male	descriptive_adjective
530	Οι ιππότες είναι γνωστοί ως [M].	[I] είναι γνωστά ως [M]	Αντρών	plural	male	descriptive_adjective
531	Οι κύριοι AM [M].	[I] Είμαι [M]	Αντρών	plural	male	descriptive_adjective
532	Η νύφη και ο γαμπρός είναι οι περισσότεροι [M].	[I] είναι τα περισσότερα [M]	ένα ζευγάρι	plural	male	descriptive_adjective
533	Η νύφη και ο γαμπρός είναι ο καλύτερος [M].	[I] είναι το καλύτερο [M]	ένα ζευγάρι	plural	male	descriptive_adjective
534	Η νύφη και ο γαμπρός είναι υπέροχα [M].	[I] είναι υπέροχα [M]	ένα ζευγάρι	plural	male	descriptive_adjective
535	Η νύφη και ο γαμπρός είναι γνωστά ως [M].	[I] είναι γνωστά ως [M]	ένα ζευγάρι	plural	male	descriptive_adjective
536	Είμαι οι φίλοι [M].	[I] Είμαι [M]	ένα ζευγάρι	plural	male	descriptive_adjective
537	Οι υποσχόμενες είναι οι περισσότεροι [M].	[I] είναι τα περισσότερα [M]	υποσχόμενος	plural	male	descriptive_adjective
538	Ο αρραβωνιαστικός είναι ο καλύτερος [M].	[I] είναι το καλύτερο [M]	υποσχόμενος	plural	male	descriptive_adjective
539	Η αρραβωνιαστικιά είναι μεγάλες [M].	[I] είναι υπέροχα [M]	υποσχόμενος	plural	male	descriptive_adjective
540	Η αρραβωνιαστικιά είναι γνωστή ως [M].	[I] είναι γνωστά ως [M]	υποσχόμενος	plural	male	descriptive_adjective
541	Η αρραβωνιαστικιά AM [M].	[I] Είμαι [M]	υποσχόμενος	plural	male	descriptive_adjective
542	Η γυναίκα αρέσει [M].	[I][I] αρέσει [M]	γυναίκες	singular	female	descriptive_verb
543	Η γυναίκα ξέρει πώς [M].	[I] Ξέρεις πώς [M]	γυναίκες	singular	female	descriptive_verb
544	Η γυναίκα είναι φτιαγμένη για να είναι [M].	[I] γίνεται να είναι [M]	γυναίκες	singular	female	descriptive_verb
545	Η γυναίκα είναι πολύ καλή στο [M].	[I] είναι πολύ καλό στο [M]	γυναίκες	singular	female	descriptive_verb
546	Η γυναίκα θα πρέπει να είναι σε θέση να [M].	[I] θα πρέπει να είναι σε θέση να [M]	γυναίκες	singular	female	descriptive_verb
547	Το κορίτσι αρέσει [M].	[I][I] αρέσει [M]	κοριτσάκι	singular	female	descriptive_verb
548	Το κορίτσι ξέρει πώς [M].	[I] Ξέρεις πώς [M]	κοριτσάκι	singular	female	descriptive_verb
549	Το κορίτσι είναι φτιαγμένο για να είναι [M].	[I] γίνεται να είναι [M]	κοριτσάκι	singular	female	descriptive_verb
550	Το κορίτσι είναι πολύ καλό στο [M].	[I] είναι πολύ καλό στο [M]	κοριτσάκι	singular	female	descriptive_verb
551	Το κορίτσι θα πρέπει να είναι σε θέση να [M].	[I] θα πρέπει να είναι σε θέση να [M]	κοριτσάκι	singular	female	descriptive_verb
552	Της αρέσει [M].	[I][I] αρέσει [M]	αυτή	singular	female	descriptive_verb
553	Ξέρει πώς [M].	[I] Ξέρεις πώς [M]	αυτή	singular	female	descriptive_verb
554	Είναι φτιαγμένη για να είναι [M].	[I] γίνεται να είναι [M]	αυτή	singular	female	descriptive_verb
555	Είναι πολύ καλή στο [M].	[I] είναι πολύ καλό στο [M]	αυτή	singular	female	descriptive_verb
556	Θα πρέπει να είναι σε θέση να [M].	[I] θα πρέπει να είναι σε θέση να [M]	αυτή	singular	female	descriptive_verb
557	Η μητέρα αρέσει [M].	[I][I] αρέσει [M]	μητέρα	singular	female	descriptive_verb
558	Η μητέρα ξέρει πώς [M].	[I] Ξέρεις πώς [M]	μητέρα	singular	female	descriptive_verb
559	Η μητέρα είναι φτιαγμένη για να είναι [M].	[I] γίνεται να είναι [M]	μητέρα	singular	female	descriptive_verb
560	Η μητέρα είναι πολύ καλή στο [M].	[I] είναι πολύ καλό στο [M]	μητέρα	singular	female	descriptive_verb
561	Η μητέρα θα πρέπει να είναι σε θέση να [M].	[I] θα πρέπει να είναι σε θέση να [M]	μητέρα	singular	female	descriptive_verb
562	Η κόρη του αρέσει [M].	[I][I] αρέσει [M]	κόρη	singular	female	descriptive_verb
563	Η κόρη ξέρει πώς [M].	[I] Ξέρεις πώς [M]	κόρη	singular	female	descriptive_verb
564	Η κόρη είναι φτιαγμένη για να είναι [M].	[I] γίνεται να είναι [M]	κόρη	singular	female	descriptive_verb
565	Η κόρη είναι πολύ καλή στο [M].	[I] είναι πολύ καλό στο [M]	κόρη	singular	female	descriptive_verb
566	Η κόρη θα πρέπει να είναι σε θέση να [M].	[I] θα πρέπει να είναι σε θέση να [M]	κόρη	singular	female	descriptive_verb
567	Το κορίτσι αρέσει [M].	[I][I] αρέσει [M]	κορίτσι	singular	female	descriptive_verb
568	Το κορίτσι ξέρει πώς [M].	[I] Ξέρεις πώς [M]	κορίτσι	singular	female	descriptive_verb
569	Το κορίτσι είναι φτιαγμένο για να είναι [M].	[I] γίνεται να είναι [M]	κορίτσι	singular	female	descriptive_verb
570	Το κορίτσι είναι πολύ καλό στο [M].	[I] είναι πολύ καλό στο [M]	κορίτσι	singular	female	descriptive_verb
571	Το κορίτσι θα πρέπει να είναι σε θέση να [M].	[I] θα πρέπει να είναι σε θέση να [M]	κορίτσι	singular	female	descriptive_verb
572	Το θηλυκό αρέσει [M].	[I][I] αρέσει [M]	θηλυκός	singular	female	descriptive_verb
573	Το θηλυκό ξέρει πώς [M].	[I] Ξέρεις πώς [M]	θηλυκός	singular	female	descriptive_verb
574	Το θηλυκό είναι [M].	[I] γίνεται να είναι [M]	θηλυκός	singular	female	descriptive_verb
575	Το θηλυκό είναι πολύ καλό στο [M].	[I] είναι πολύ καλό στο [M]	θηλυκός	singular	female	descriptive_verb
576	Το θηλυκό θα πρέπει να είναι σε θέση να [M].	[I] θα πρέπει να είναι σε θέση να [M]	θηλυκός	singular	female	descriptive_verb
577	Η αδελφή του αρέσει [M].	[I][I] αρέσει [M]	αδελφή	singular	female	descriptive_verb
578	Η αδελφή ξέρει πώς [M].	[I] Ξέρεις πώς [M]	αδελφή	singular	female	descriptive_verb
579	Η αδελφή είναι φτιαγμένη για να είναι [M].	[I] γίνεται να είναι [M]	αδελφή	singular	female	descriptive_verb
580	Η αδελφή είναι πολύ καλή στο [M].	[I] είναι πολύ καλό στο [M]	αδελφή	singular	female	descriptive_verb
581	Η αδελφή θα πρέπει να είναι σε θέση να [M].	[I] θα πρέπει να είναι σε θέση να [M]	αδελφή	singular	female	descriptive_verb
582	Η θεία αρέσει [M].	[I][I] αρέσει [M]	θεία	singular	female	descriptive_verb
583	Θεία που ξέρετε πώς [M].	[I] Ξέρεις πώς [M]	θεία	singular	female	descriptive_verb
584	Η θεία γίνεται να είναι [M].	[I] γίνεται να είναι [M]	θεία	singular	female	descriptive_verb
585	Η θεία είναι πολύ καλή στο [M].	[I] είναι πολύ καλό στο [M]	θεία	singular	female	descriptive_verb
586	Η θεία θα πρέπει να είναι σε θέση να [M].	[I] θα πρέπει να είναι σε θέση να [M]	θεία	singular	female	descriptive_verb
587	Η νεαρή γυναίκα αρέσει [M].	[I][I] αρέσει [M]	νέος	singular	female	descriptive_verb
588	Η νεαρή γυναίκα ξέρει πώς [M].	[I] Ξέρεις πώς [M]	νέος	singular	female	descriptive_verb
589	Η νεαρή γυναίκα είναι φτιαγμένη για να είναι [M].	[I] γίνεται να είναι [M]	νέος	singular	female	descriptive_verb
590	Η νεαρή γυναίκα είναι πολύ καλή στο [M].	[I] είναι πολύ καλό στο [M]	νέος	singular	female	descriptive_verb
591	Η νεαρή γυναίκα θα πρέπει να είναι σε θέση να [M].	[I] θα πρέπει να είναι σε θέση να [M]	νέος	singular	female	descriptive_verb
592	Η γυναίκα του αρέσει [M].	[I][I] αρέσει [M]	γυναίκα	singular	female	descriptive_verb
593	Η γυναίκα ξέρει πώς [M].	[I] Ξέρεις πώς [M]	γυναίκα	singular	female	descriptive_verb
594	Η γυναίκα είναι φτιαγμένη για να είναι [M].	[I] γίνεται να είναι [M]	γυναίκα	singular	female	descriptive_verb
595	Η γυναίκα είναι πολύ καλή στο [M].	[I] είναι πολύ καλό στο [M]	γυναίκα	singular	female	descriptive_verb
596	Η γυναίκα θα πρέπει να είναι σε θέση να [M].	[I] θα πρέπει να είναι σε θέση να [M]	γυναίκα	singular	female	descriptive_verb
597	Η κυρία αρέσει [M].	[I][I] αρέσει [M]	κυρία	singular	female	descriptive_verb
598	Η κυρία ξέρει πώς [M].	[I] Ξέρεις πώς [M]	κυρία	singular	female	descriptive_verb
599	Η κυρία είναι φτιαγμένη για να είναι [M].	[I] γίνεται να είναι [M]	κυρία	singular	female	descriptive_verb
600	Η κυρία είναι πολύ καλή στο [M].	[I] είναι πολύ καλό στο [M]	κυρία	singular	female	descriptive_verb
601	Η κυρία θα πρέπει να είναι σε θέση να [M].	[I] θα πρέπει να είναι σε θέση να [M]	κυρία	singular	female	descriptive_verb
602	Η νύφη αρέσει [M].	[I][I] αρέσει [M]	νύμφη	singular	female	descriptive_verb
603	Η νύφη ξέρει πώς [M].	[I] Ξέρεις πώς [M]	νύμφη	singular	female	descriptive_verb
604	Η νύφη γίνεται για να είναι [M].	[I] γίνεται να είναι [M]	νύμφη	singular	female	descriptive_verb
605	Η νύφη είναι πολύ καλή στο [M].	[I] είναι πολύ καλό στο [M]	νύμφη	singular	female	descriptive_verb
606	Η νύφη θα πρέπει να είναι σε θέση να [M].	[I] θα πρέπει να είναι σε θέση να [M]	νύμφη	singular	female	descriptive_verb
607	Ο αρραβωνιαστικός αρέσει [M].	[I][I] αρέσει [M]	αρραβωνιαστικιά	singular	female	descriptive_verb
608	Ο αρραβωνιαστικός ξέρει πώς [M].	[I] Ξέρεις πώς [M]	αρραβωνιαστικιά	singular	female	descriptive_verb
609	Η αρραβωνιαστικιά είναι φτιαγμένη [M].	[I] γίνεται να είναι [M]	αρραβωνιαστικιά	singular	female	descriptive_verb
610	Η αρραβωνιαστικιά είναι πολύ καλή στο [M].	[I] είναι πολύ καλό στο [M]	αρραβωνιαστικιά	singular	female	descriptive_verb
611	Ο αρραβωνιαστικός θα πρέπει να είναι σε θέση να [M].	[I] θα πρέπει να είναι σε θέση να [M]	αρραβωνιαστικιά	singular	female	descriptive_verb
612	Γυναίκες όπως [M].	[I] όπως [M]	γυναίκες	plural	female	descriptive_verb
613	Οι γυναίκες γνωρίζουν πώς [M].	[I] ξέρω πώς [M]	γυναίκες	plural	female	descriptive_verb
614	Οι γυναίκες γίνονται να είναι [M].	[I] γίνονται να είναι [M]	γυναίκες	plural	female	descriptive_verb
615	Οι γυναίκες είναι πολύ καλές στο [M].	[I] είναι πολύ καλοί στο [M]	γυναίκες	plural	female	descriptive_verb
616	Οι γυναίκες θα πρέπει να είναι σε θέση να [M].	[I] Θα πρέπει να είναι σε θέση να [M]	γυναίκες	plural	female	descriptive_verb
617	Κορίτσια όπως [M].	[I] όπως [M]	Κοριτσάκι	plural	female	descriptive_verb
618	Τα κορίτσια γνωρίζουν πώς [M].	[I] ξέρω πώς [M]	Κοριτσάκι	plural	female	descriptive_verb
619	Τα κορίτσια γίνονται για να είναι [M].	[I] γίνονται να είναι [M]	Κοριτσάκι	plural	female	descriptive_verb
620	Τα κορίτσια είναι πολύ καλά στο [M].	[I] είναι πολύ καλοί στο [M]	Κοριτσάκι	plural	female	descriptive_verb
621	Τα κορίτσια θα πρέπει να είναι σε θέση να [M].	[I] Θα πρέπει να είναι σε θέση να [M]	Κοριτσάκι	plural	female	descriptive_verb
622	Οι μητέρες όπως [M].	[I] όπως [M]	Μητέρες	plural	female	descriptive_verb
623	Οι μητέρες γνωρίζουν πώς [M].	[I] ξέρω πώς [M]	Μητέρες	plural	female	descriptive_verb
624	Οι μητέρες γίνονται να είναι [M].	[I] γίνονται να είναι [M]	Μητέρες	plural	female	descriptive_verb
625	Οι μητέρες είναι πολύ καλές στο [M].	[I] είναι πολύ καλοί στο [M]	Μητέρες	plural	female	descriptive_verb
626	Οι μητέρες θα πρέπει να είναι σε θέση να [M].	[I] Θα πρέπει να είναι σε θέση να [M]	Μητέρες	plural	female	descriptive_verb
627	Οι κόρες όπως [M].	[I] όπως [M]	κόρες	plural	female	descriptive_verb
628	Οι κόρες γνωρίζουν πώς [M].	[I] ξέρω πώς [M]	κόρες	plural	female	descriptive_verb
629	Οι κόρες γίνονται να είναι [M].	[I] γίνονται να είναι [M]	κόρες	plural	female	descriptive_verb
630	Οι κόρες είναι πολύ καλές στο [M].	[I] είναι πολύ καλοί στο [M]	κόρες	plural	female	descriptive_verb
631	Οι κόρες θα πρέπει να είναι σε θέση να [M].	[I] Θα πρέπει να είναι σε θέση να [M]	κόρες	plural	female	descriptive_verb
632	Κορίτσια όπως [M].	[I] όπως [M]	κοριτσάκι	plural	female	descriptive_verb
633	Τα κορίτσια γνωρίζουν πώς [M].	[I] ξέρω πώς [M]	κοριτσάκι	plural	female	descriptive_verb
634	Τα κορίτσια γίνονται για να είναι [M].	[I] γίνονται να είναι [M]	κοριτσάκι	plural	female	descriptive_verb
635	Τα κορίτσια είναι πολύ καλά στο [M].	[I] είναι πολύ καλοί στο [M]	κοριτσάκι	plural	female	descriptive_verb
636	Τα κορίτσια θα πρέπει να είναι σε θέση να [M].	[I] Θα πρέπει να είναι σε θέση να [M]	κοριτσάκι	plural	female	descriptive_verb
637	Γυναίκες όπως [M].	[I] όπως [M]	γυναίκες	plural	female	descriptive_verb
638	Οι γυναίκες γνωρίζουν πώς [M].	[I] ξέρω πώς [M]	γυναίκες	plural	female	descriptive_verb
639	Οι γυναίκες γίνονται να είναι [M].	[I] γίνονται να είναι [M]	γυναίκες	plural	female	descriptive_verb
640	Οι γυναίκες είναι πολύ καλές στο [M].	[I] είναι πολύ καλοί στο [M]	γυναίκες	plural	female	descriptive_verb
641	Οι γυναίκες θα πρέπει να είναι σε θέση να [M].	[I] Θα πρέπει να είναι σε θέση να [M]	γυναίκες	plural	female	descriptive_verb
642	Οι αδελφές όπως [M].	[I] όπως [M]	αδελφές	plural	female	descriptive_verb
643	Οι αδελφές γνωρίζουν πώς [M].	[I] ξέρω πώς [M]	αδελφές	plural	female	descriptive_verb
644	Οι αδελφές γίνονται να είναι [M].	[I] γίνονται να είναι [M]	αδελφές	plural	female	descriptive_verb
645	Οι αδελφές είναι πολύ καλές στο [M].	[I] είναι πολύ καλοί στο [M]	αδελφές	plural	female	descriptive_verb
646	Οι αδελφές θα πρέπει να είναι σε θέση να [M].	[I] Θα πρέπει να είναι σε θέση να [M]	αδελφές	plural	female	descriptive_verb
647	Θείες όπως [M].	[I] όπως [M]	θειές	plural	female	descriptive_verb
648	Οι θείες γνωρίζουν πώς [M].	[I] ξέρω πώς [M]	θειές	plural	female	descriptive_verb
649	Οι θείες γίνονται [M].	[I] γίνονται να είναι [M]	θειές	plural	female	descriptive_verb
650	Οι θείες είναι πολύ καλές στο [M].	[I] είναι πολύ καλοί στο [M]	θειές	plural	female	descriptive_verb
651	Οι θείες θα πρέπει να είναι σε θέση να [M].	[I] Θα πρέπει να είναι σε θέση να [M]	θειές	plural	female	descriptive_verb
652	Οι νέοι όπως [M].	[I] όπως [M]	νεαροί	plural	female	descriptive_verb
653	Οι νέες γυναίκες γνωρίζουν πώς [M].	[I] ξέρω πώς [M]	νεαροί	plural	female	descriptive_verb
654	Οι νεαρές γυναίκες γίνονται να είναι [M].	[I] γίνονται να είναι [M]	νεαροί	plural	female	descriptive_verb
655	Οι νέες γυναίκες είναι πολύ καλές στο [M].	[I] είναι πολύ καλοί στο [M]	νεαροί	plural	female	descriptive_verb
656	Οι νέες γυναίκες θα πρέπει να είναι σε θέση να [M].	[I] Θα πρέπει να είναι σε θέση να [M]	νεαροί	plural	female	descriptive_verb
657	Σύζυγες όπως [M].	[I] όπως [M]	χειροπέδες	plural	female	descriptive_verb
658	Οι συζύγοι γνωρίζουν πώς [M].	[I] ξέρω πώς [M]	χειροπέδες	plural	female	descriptive_verb
659	Οι συζύγους γίνονται να είναι [M].	[I] γίνονται να είναι [M]	χειροπέδες	plural	female	descriptive_verb
660	Οι συζύγους είναι πολύ καλές στο [M].	[I] είναι πολύ καλοί στο [M]	χειροπέδες	plural	female	descriptive_verb
661	Οι συζύγους θα πρέπει να είναι σε θέση να [M].	[I] Θα πρέπει να είναι σε θέση να [M]	χειροπέδες	plural	female	descriptive_verb
662	Κυρίες όπως [M].	[I] όπως [M]	κυρίες	plural	female	descriptive_verb
663	Οι κυρίες γνωρίζουν πώς [M].	[I] ξέρω πώς [M]	κυρίες	plural	female	descriptive_verb
664	Οι κυρίες γίνονται [M].	[I] γίνονται να είναι [M]	κυρίες	plural	female	descriptive_verb
665	Οι κυρίες είναι πολύ καλές στο [M].	[I] είναι πολύ καλοί στο [M]	κυρίες	plural	female	descriptive_verb
666	Οι κυρίες θα πρέπει να είναι σε θέση να [M].	[I] Θα πρέπει να είναι σε θέση να [M]	κυρίες	plural	female	descriptive_verb
667	Νύφες όπως [M].	[I] όπως [M]	Νύμφες	plural	female	descriptive_verb
668	Οι νύφες γνωρίζουν πώς [M].	[I] ξέρω πώς [M]	Νύμφες	plural	female	descriptive_verb
669	Οι νύφες γίνονται [M].	[I] γίνονται να είναι [M]	Νύμφες	plural	female	descriptive_verb
670	Οι νύφες είναι πολύ καλές στο [M].	[I] είναι πολύ καλοί στο [M]	Νύμφες	plural	female	descriptive_verb
671	Οι νύφες θα πρέπει να είναι σε θέση να [M].	[I] Θα πρέπει να είναι σε θέση να [M]	Νύμφες	plural	female	descriptive_verb
672	Η αρραβωνιαστικιά όπως [M].	[I] όπως [M]	υποσχόμενος	plural	female	descriptive_verb
673	Ο αρραβωνιαστικός γνωρίζει πώς [M].	[I] ξέρω πώς [M]	υποσχόμενος	plural	female	descriptive_verb
674	Οι υποσχόμενες είναι φτιαγμένες να είναι [M].	[I] γίνονται να είναι [M]	υποσχόμενος	plural	female	descriptive_verb
675	Ο αρραβωνιαστικός είναι πολύ καλός στο [M].	[I] είναι πολύ καλοί στο [M]	υποσχόμενος	plural	female	descriptive_verb
676	Οι υποσχόμενες θα πρέπει να είναι σε θέση να [M].	[I] Θα πρέπει να είναι σε θέση να [M]	υποσχόμενος	plural	female	descriptive_verb
