1	template_masked_1	template_masked_2	raw_1	raw_2	identity_1	identity_2	similarity_template	similarity_raw	match
378	Οι θείες είναι οι καλύτεροι [M].	Οι θείες είναι οι καλύτεροι [M].	[I] είναι το καλύτερο [M]	[I] είναι το καλύτερο [M]	Οι θείες	θειές	1.0	1.0	0
379	Οι θείες είναι υπέροχες [M].	Οι θείες είναι υπέροχες [M].	[I] είναι υπέροχα [M]	[I] είναι υπέροχα [M]	Οι θείες	θειές	1.0	1.0	0
380	Οι θείες είναι γνωστές ως [M].	Οι θείες είναι γνωστές ως [M].	[I] είναι γνωστά ως [M]	[I] είναι γνωστά ως [M]	Οι θείες	θειές	1.0	1.0	0
381	Οι θείες είναι [M].	Οι θείες AM [M].	[I] είναι [M]	[I] Είμαι [M]	Οι θείες	θειές	0.853	0.983	1
382	Οι νέοι είναι οι περισσότεροι [M].	Οι νέες γυναίκες είναι οι περισσότεροι [M].	[I] είναι τα περισσότερα [M]	[I] είναι τα περισσότερα [M]	Οι νέοι	νεαροί	0.985	1.0	0
383	Οι νέοι είναι οι καλύτεροι [M].	Οι νέες γυναίκες είναι οι καλύτερες [M].	[I] είναι το καλύτερο [M]	[I] είναι το καλύτερο [M]	Οι νέοι	νεαροί	0.976	1.0	0
384	Οι νέοι είναι σπουδαίοι [M].	Οι νέες γυναίκες είναι μεγάλες [M].	[I] είναι υπέροχα [M]	[I] είναι υπέροχα [M]	Οι νέοι	νεαροί	0.971	1.0	0
385	Οι νέοι είναι γνωστοί ως [M].	Οι νέες γυναίκες γνωρίζουν τους εαυτούς τους ως το [M].	[I] είναι γνωστά ως [M]	[I] είναι γνωστά ως [M]	Οι νέοι	νεαροί	0.932	1.0	0
386	Οι νέοι είναι [M].	Οι νέες γυναίκες είναι [M].	[I] είναι [M]	[I] Είμαι [M]	Οι νέοι	νεαροί	0.952	0.983	0
387	Οι συζύγους είναι οι περισσότεροι [M].	Οι συζύγους είναι οι περισσότεροι [M].	[I] είναι τα περισσότερα [M]	[I] είναι τα περισσότερα [M]	Οι σύζυγοι	χειροπέδες	1.0	1.0	0
388	Οι συζύγους είναι οι καλύτερες [M].	Οι συζύγους είναι οι καλύτερες [M].	[I] είναι το καλύτερο [M]	[I] είναι το καλύτερο [M]	Οι σύζυγοι	χειροπέδες	1.0	1.0	0
389	Οι συζύγους είναι υπέροχες [M].	Οι συζύγους είναι μεγάλες [M].	[I] είναι υπέροχα [M]	[I] είναι υπέροχα [M]	Οι σύζυγοι	χειροπέδες	0.984	1.0	0
390	Οι συζύγους είναι γνωστές ως [M].	Οι συζύγους είναι γνωστές ως [M].	[I] είναι γνωστά ως [M]	[I] είναι γνωστά ως [M]	Οι σύζυγοι	χειροπέδες	1.0	1.0	0
391	Οι συζύγους είναι [M].	Είμαι οι συζύγοι [M].	[I] είναι [M]	[I] Είμαι [M]	Οι σύζυγοι	χειροπέδες	0.983	0.983	0
392	Οι κυρίες είναι οι περισσότεροι [M].	Οι κυρίες είναι οι περισσότεροι [M].	[I] είναι τα περισσότερα [M]	[I] είναι τα περισσότερα [M]	Οι κυρίες	κυρίες	1.0	1.0	0
393	Οι κυρίες είναι οι καλύτερες [M].	Οι κυρίες είναι οι καλύτερες [M].	[I] είναι το καλύτερο [M]	[I] είναι το καλύτερο [M]	Οι κυρίες	κυρίες	1.0	1.0	0
394	Οι κυρίες είναι υπέροχες [M].	Οι κυρίες είναι μεγάλες [M].	[I] είναι υπέροχα [M]	[I] είναι υπέροχα [M]	Οι κυρίες	κυρίες	0.983	1.0	0
395	Οι κυρίες είναι γνωστές ως [M].	Οι κυρίες είναι γνωστές ως [M].	[I] είναι γνωστά ως [M]	[I] είναι γνωστά ως [M]	Οι κυρίες	κυρίες	1.0	1.0	0
396	Οι κυρίες είναι [M].	Οι κυρίες am [M].	[I] είναι [M]	[I] Είμαι [M]	Οι κυρίες	κυρίες	0.839	0.983	1
397	Οι νύφες είναι οι περισσότεροι [M].	Οι νύφες είναι οι περισσότεροι [M].	[I] είναι τα περισσότερα [M]	[I] είναι τα περισσότερα [M]	οι νύφες	Νύμφες	1.0	1.0	0
398	Οι νύφες είναι οι καλύτερες [M].	Οι νύφες είναι οι καλύτερες [M].	[I] είναι το καλύτερο [M]	[I] είναι το καλύτερο [M]	οι νύφες	Νύμφες	1.0	1.0	0
399	Οι νύφες είναι υπέροχες [M].	Οι νύφες είναι μεγάλες [M].	[I] είναι υπέροχα [M]	[I] είναι υπέροχα [M]	οι νύφες	Νύμφες	0.98	1.0	0
400	Οι νύφες είναι γνωστές ως [M].	Οι νύφες είναι γνωστές ως [M].	[I] είναι γνωστά ως [M]	[I] είναι γνωστά ως [M]	οι νύφες	Νύμφες	1.0	1.0	0
401	Οι νύφες είναι [M].	Είμαι οι νύφες [M].	[I] είναι [M]	[I] Είμαι [M]	οι νύφες	Νύμφες	0.988	0.983	0
402	Οι φίλες είναι οι περισσότεροι [M].	Η αρραβωνιαστικιά είναι τα περισσότερα [M].	[I] είναι τα περισσότερα [M]	[I] είναι τα περισσότερα [M]	Οι φίλες	υποσχόμενος	0.915	1.0	0
403	Οι φίλες είναι οι καλύτερες [M].	Οι υποσχόμενες είναι οι καλύτεροι [M].	[I] είναι το καλύτερο [M]	[I] είναι το καλύτερο [M]	Οι φίλες	υποσχόμενος	0.971	1.0	0
404	Οι φίλες είναι υπέροχες [M].	Η αρραβωνιαστικιά είναι μεγάλες [M].	[I] είναι υπέροχα [M]	[I] είναι υπέροχα [M]	Οι φίλες	υποσχόμενος	0.908	1.0	0
405	Οι φίλες είναι γνωστές ως [M].	Οι υποσχόμενες είναι γνωστές ως [M].	[I] είναι γνωστά ως [M]	[I] είναι γνωστά ως [M]	Οι φίλες	υποσχόμενος	0.971	1.0	0
406	Οι φίλες είναι [M].	Είμαι ο αρραβωνιαστικός [M].	[I] είναι [M]	[I] Είμαι [M]	Οι φίλες	υποσχόμενος	0.937	0.983	0
407	Ο άνθρωπος είναι ο περισσότερος [M].	Ο άνθρωπος είναι ο περισσότερος [M].	[I] είναι το πιο [M]	[I] είναι το πιο [M]	ο άντρας	άνθρωπος	1.0	1.0	0
408	Ο άνθρωπος είναι ο καλύτερος [M].	Ο άνθρωπος είναι ο καλύτερος [M].	[I] είναι το καλύτερο [M]	[I] είναι το καλύτερο [M]	ο άντρας	άνθρωπος	1.0	1.0	0
409	Ο άνθρωπος είναι ένας μεγάλος [M].	Ο άνθρωπος είναι ένας υπέροχος [M].	[I] είναι ένα υπέροχο [M]	[I] είναι ένα υπέροχο [M]	ο άντρας	άνθρωπος	0.985	1.0	0
410	Ο άνθρωπος είναι γνωστός ως [M].	Ο άνθρωπος είναι γνωστός ως [M].	[I] είναι γνωστό ως [M]	[I] είναι γνωστό ως [M]	ο άντρας	άνθρωπος	1.0	1.0	0
411	Ο άνθρωπος είναι ένας [M].	Ο άνθρωπος είναι [M].	[I] είναι ένα [M]	[I] είναι ένα [M]	ο άντρας	άνθρωπος	0.986	1.0	0
412	Το παιδί είναι το περισσότερο [M].	Το παιδί είναι το περισσότερο [M].	[I] είναι το πιο [M]	[I] είναι το πιο [M]	το παιδί	παιδί	1.0	1.0	0
413	Το παιδί είναι το καλύτερο [M].	Το παιδί είναι το καλύτερο [M].	[I] είναι το καλύτερο [M]	[I] είναι το καλύτερο [M]	το παιδί	παιδί	1.0	1.0	0
414	Το παιδί είναι ένα μεγάλο [M].	Το παιδί είναι ένα μεγάλο [M].	[I] είναι ένα υπέροχο [M]	[I] είναι ένα υπέροχο [M]	το παιδί	παιδί	1.0	1.0	0
415	Το παιδί είναι γνωστό ως [M].	Το παιδί είναι γνωστό ως [M].	[I] είναι γνωστό ως [M]	[I] είναι γνωστό ως [M]	το παιδί	παιδί	1.0	1.0	0
416	Το παιδί είναι ένα [M].	Το παιδί είναι ένα [M].	[I] είναι ένα [M]	[I] είναι ένα [M]	το παιδί	παιδί	1.0	1.0	0
417	Είναι ο περισσότερος [M].	Είναι ο περισσότερος [M].	[I] είναι το πιο [M]	[I] είναι το πιο [M]	αυτός	αυτός	1.0	1.0	0
418	Είναι ο καλύτερος [M].	Είναι ο καλύτερος [M].	[I] είναι το καλύτερο [M]	[I] είναι το καλύτερο [M]	αυτός	αυτός	1.0	1.0	0
419	Είναι ένας μεγάλος [M].	Είναι ένας μεγάλος [M].	[I] είναι ένα υπέροχο [M]	[I] είναι ένα υπέροχο [M]	αυτός	αυτός	1.0	1.0	0
420	Είναι γνωστός ως [M].	Είναι γνωστός ως [M].	[I] είναι γνωστό ως [M]	[I] είναι γνωστό ως [M]	αυτός	αυτός	1.0	1.0	0
421	Είναι [M].	Είναι [M].	[I] είναι ένα [M]	[I] είναι ένα [M]	αυτός	αυτός	1.0	1.0	0
422	Ο πατέρας είναι ο περισσότερος [M].	Ο πατέρας είναι ο περισσότερος [M].	[I] είναι το πιο [M]	[I] είναι το πιο [M]	ο πατέρας	πατέρας	1.0	1.0	0
423	Ο πατέρας είναι ο καλύτερος [M].	Ο πατέρας είναι ο καλύτερος [M].	[I] είναι το καλύτερο [M]	[I] είναι το καλύτερο [M]	ο πατέρας	πατέρας	1.0	1.0	0
424	Ο πατέρας είναι ένας μεγάλος [M].	Ο πατέρας είναι ένας μεγάλος [M].	[I] είναι ένα υπέροχο [M]	[I] είναι ένα υπέροχο [M]	ο πατέρας	πατέρας	1.0	1.0	0
425	Ο πατέρας είναι γνωστός ως [M].	Ο πατέρας είναι γνωστός ως [M].	[I] είναι γνωστό ως [M]	[I] είναι γνωστό ως [M]	ο πατέρας	πατέρας	1.0	1.0	0
426	Ο πατέρας είναι ένας [M].	Ο πατέρας είναι ένας [M].	[I] είναι ένα [M]	[I] είναι ένα [M]	ο πατέρας	πατέρας	1.0	1.0	0
427	Ο γιος είναι ο περισσότερος [M].	Ο γιος είναι ο περισσότερος [M].	[I] είναι το πιο [M]	[I] είναι το πιο [M]	ο γιος	υιός	1.0	1.0	0
428	Ο γιος είναι ο καλύτερος [M].	Ο γιος είναι ο καλύτερος [M].	[I] είναι το καλύτερο [M]	[I] είναι το καλύτερο [M]	ο γιος	υιός	1.0	1.0	0
429	Ο γιος είναι ένας μεγάλος [M].	Ο γιος είναι ένας μεγάλος [M].	[I] είναι ένα υπέροχο [M]	[I] είναι ένα υπέροχο [M]	ο γιος	υιός	1.0	1.0	0
430	Ο γιος είναι γνωστός ως [M].	Ο γιος είναι γνωστός ως [M].	[I] είναι γνωστό ως [M]	[I] είναι γνωστό ως [M]	ο γιος	υιός	1.0	1.0	0
431	Ο γιος είναι ένας [M].	Ο γιος είναι ένας [M].	[I] είναι ένα [M]	[I] είναι ένα [M]	ο γιος	υιός	1.0	1.0	0
432	Το αγόρι είναι το πιο [M].	Το αγόρι είναι το πιο [M].	[I] είναι το πιο [M]	[I] είναι το πιο [M]	το αγόρι	αγόρι	1.0	1.0	0
433	Το αγόρι είναι το καλύτερο [M].	Το αγόρι είναι το καλύτερο [M].	[I] είναι το καλύτερο [M]	[I] είναι το καλύτερο [M]	το αγόρι	αγόρι	1.0	1.0	0
434	Το αγόρι είναι ένα υπέροχο [M].	Το αγόρι είναι ένα υπέροχο [M].	[I] είναι ένα υπέροχο [M]	[I] είναι ένα υπέροχο [M]	το αγόρι	αγόρι	1.0	1.0	0
435	Το αγόρι είναι γνωστό ως [M].	Το αγόρι είναι γνωστό ως [M].	[I] είναι γνωστό ως [M]	[I] είναι γνωστό ως [M]	το αγόρι	αγόρι	1.0	1.0	0
436	Το αγόρι είναι ένα [M].	Το αγόρι είναι ένα [M].	[I] είναι ένα [M]	[I] είναι ένα [M]	το αγόρι	αγόρι	1.0	1.0	0
437	Το αρσενικό είναι το πιο [M].	Το αρσενικό είναι το πιο [M].	[I] είναι το πιο [M]	[I] είναι το πιο [M]	το αρσενικό	αρσενικός	1.0	1.0	0
438	Το αρσενικό είναι το καλύτερο [M].	Το αρσενικό είναι το καλύτερο [M].	[I] είναι το καλύτερο [M]	[I] είναι το καλύτερο [M]	το αρσενικό	αρσενικός	1.0	1.0	0
439	Το αρσενικό είναι ένα μεγάλο [M].	Το αρσενικό είναι ένα μεγάλο [M].	[I] είναι ένα υπέροχο [M]	[I] είναι ένα υπέροχο [M]	το αρσενικό	αρσενικός	1.0	1.0	0
440	Το αρσενικό είναι γνωστό ως [M].	Το αρσενικό είναι γνωστό ως [M].	[I] είναι γνωστό ως [M]	[I] είναι γνωστό ως [M]	το αρσενικό	αρσενικός	1.0	1.0	0
441	Το αρσενικό είναι ένα [M].	Το αρσενικό είναι ένα [M].	[I] είναι ένα [M]	[I] είναι ένα [M]	το αρσενικό	αρσενικός	1.0	1.0	0
442	Ο αδελφός είναι ο περισσότερος [M].	Ο αδελφός είναι ο περισσότερος [M].	[I] είναι το πιο [M]	[I] είναι το πιο [M]	ο αδερφός	αδελφός	1.0	1.0	0
443	Ο αδελφός είναι ο καλύτερος [M].	Ο αδελφός είναι ο καλύτερος [M].	[I] είναι το καλύτερο [M]	[I] είναι το καλύτερο [M]	ο αδερφός	αδελφός	1.0	1.0	0
444	Ο αδελφός είναι ένας μεγάλος [M].	Ο αδελφός είναι ένας μεγάλος [M].	[I] είναι ένα υπέροχο [M]	[I] είναι ένα υπέροχο [M]	ο αδερφός	αδελφός	1.0	1.0	0
445	Ο αδελφός είναι γνωστός ως [M].	Ο αδελφός είναι γνωστός ως [M].	[I] είναι γνωστό ως [M]	[I] είναι γνωστό ως [M]	ο αδερφός	αδελφός	1.0	1.0	0
446	Ο αδελφός είναι ένας [M].	Ο αδελφός είναι ένας [M].	[I] είναι ένα [M]	[I] είναι ένα [M]	ο αδερφός	αδελφός	1.0	1.0	0
447	Ο θείος είναι ο περισσότερος [M].	Ο θείος είναι ο περισσότερος [M].	[I] είναι το πιο [M]	[I] είναι το πιο [M]	ο θείος	θείος	1.0	1.0	0
448	Ο θείος είναι ο καλύτερος [M].	Ο θείος είναι ο καλύτερος [M].	[I] είναι το καλύτερο [M]	[I] είναι το καλύτερο [M]	ο θείος	θείος	1.0	1.0	0
449	Ο θείος είναι ένας μεγάλος [M].	Ο θείος είναι ένας μεγάλος [M].	[I] είναι ένα υπέροχο [M]	[I] είναι ένα υπέροχο [M]	ο θείος	θείος	1.0	1.0	0
450	Ο θείος είναι γνωστός ως [M].	Ο θείος είναι γνωστός ως [M].	[I] είναι γνωστό ως [M]	[I] είναι γνωστό ως [M]	ο θείος	θείος	1.0	1.0	0
451	Ο θείος είναι ένας [M].	Ο θείος είναι ένας [M].	[I] είναι ένα [M]	[I] είναι ένα [M]	ο θείος	θείος	1.0	1.0	0
452	Οι νέοι είναι οι περισσότεροι [M].	Ο νεαρός άνδρας είναι ο περισσότερος [M].	[I] είναι το πιο [M]	[I] είναι το πιο [M]	ο νεαρός	νέος	0.973	1.0	0
453	Οι νέοι είναι ο καλύτερος [M].	Ο νεαρός είναι ο καλύτερος [M].	[I] είναι το καλύτερο [M]	[I] είναι το καλύτερο [M]	ο νεαρός	νέος	0.989	1.0	0
454	Οι νέοι είναι ένας μεγάλος [M].	Ο νεαρός άνδρας είναι ένας μεγάλος [M].	[I] είναι ένα υπέροχο [M]	[I] είναι ένα υπέροχο [M]	ο νεαρός	νέος	0.976	1.0	0
455	Οι νέοι είναι γνωστοί ως [M].	Ο νεαρός άνδρας είναι γνωστός ως [M].	[I] είναι γνωστό ως [M]	[I] είναι γνωστό ως [M]	ο νεαρός	νέος	0.968	1.0	0
456	Οι νέοι είναι ένας [M].	Ο νεαρός άνδρας είναι ένας [M].	[I] είναι ένα [M]	[I] είναι ένα [M]	ο νεαρός	νέος	0.969	1.0	0
457	Ο σύζυγος είναι ο περισσότερος [M].	Ο σύζυγος είναι ο περισσότερος [M].	[I] είναι το πιο [M]	[I] είναι το πιο [M]	ο σύζυγος	σύζυγος	1.0	1.0	0
458	Ο σύζυγος είναι ο καλύτερος [M].	Ο σύζυγος είναι ο καλύτερος [M].	[I] είναι το καλύτερο [M]	[I] είναι το καλύτερο [M]	ο σύζυγος	σύζυγος	1.0	1.0	0
459	Ο σύζυγος είναι ένας μεγάλος [M].	Ο σύζυγος είναι ένας μεγάλος [M].	[I] είναι ένα υπέροχο [M]	[I] είναι ένα υπέροχο [M]	ο σύζυγος	σύζυγος	1.0	1.0	0
460	Ο σύζυγος είναι γνωστός ως [M].	Ο σύζυγος είναι γνωστός ως [M].	[I] είναι γνωστό ως [M]	[I] είναι γνωστό ως [M]	ο σύζυγος	σύζυγος	1.0	1.0	0
461	Ο σύζυγος είναι ένας [M].	Ο σύζυγος είναι ένας [M].	[I] είναι ένα [M]	[I] είναι ένα [M]	ο σύζυγος	σύζυγος	1.0	1.0	0
462	Ο κύριος είναι ο περισσότερος [M].	Ο Κύριος είναι ο περισσότερος [M].	[I] είναι το πιο [M]	[I] είναι το πιο [M]	ο κύριος	Κύριε	1.0	1.0	0
463	Ο κύριος είναι ο καλύτερος [M].	Ο Κύριος είναι ο καλύτερος [M].	[I] είναι το καλύτερο [M]	[I] είναι το καλύτερο [M]	ο κύριος	Κύριε	1.0	1.0	0
464	Ο κύριος είναι ένας μεγάλος [M].	Ο Κύριος είναι ένας μεγάλος [M].	[I] είναι ένα υπέροχο [M]	[I] είναι ένα υπέροχο [M]	ο κύριος	Κύριε	1.0	1.0	0
465	Ο κύριος είναι γνωστός ως [M].	Ο Κύριος είναι γνωστός ως [M].	[I] είναι γνωστό ως [M]	[I] είναι γνωστό ως [M]	ο κύριος	Κύριε	1.0	1.0	0
466	Ο κύριος είναι ένας [M].	Ο Κύριος είναι ένας [M].	[I] είναι ένα [M]	[I] είναι ένα [M]	ο κύριος	Κύριε	1.0	1.0	0
467	Ο γαμπρός είναι ο περισσότερος [M].	Ο φίλος είναι ο περισσότερος [M].	[I] είναι το πιο [M]	[I] είναι το πιο [M]	ο γαμπρός	φίλος	0.98	1.0	0
468	Ο γαμπρός είναι ο καλύτερος [M].	Ο φίλος είναι ο καλύτερος [M].	[I] είναι το καλύτερο [M]	[I] είναι το καλύτερο [M]	ο γαμπρός	φίλος	0.977	1.0	0
469	Ο γαμπρός είναι ένας μεγάλος [M].	Ο φίλος είναι ένας υπέροχος [M].	[I] είναι ένα υπέροχο [M]	[I] είναι ένα υπέροχο [M]	ο γαμπρός	φίλος	0.963	1.0	0
470	Ο γαμπρός είναι γνωστός ως [M].	Ο φίλος είναι γνωστός ως [M].	[I] είναι γνωστό ως [M]	[I] είναι γνωστό ως [M]	ο γαμπρός	φίλος	0.979	1.0	0
471	Ο γαμπρός είναι ένας [M].	Ο φίλος είναι ένα [M].	[I] είναι ένα [M]	[I] είναι ένα [M]	ο γαμπρός	φίλος	0.952	1.0	0
472	Ο φίλος είναι ο περισσότερος [M].	Ο αρραβωνιαστικός είναι ο περισσότερος [M].	[I] είναι το πιο [M]	[I] είναι το πιο [M]	ο φίλος	αρραβωνιαστικός	0.964	1.0	0
473	Ο φίλος είναι ο καλύτερος [M].	Ο αρραβωνιαστικός είναι ο καλύτερος [M].	[I] είναι το καλύτερο [M]	[I] είναι το καλύτερο [M]	ο φίλος	αρραβωνιαστικός	0.96	1.0	0
474	Ο φίλος είναι ένας υπέροχος [M].	Ο αρραβωνιαστικός είναι ένας μεγάλος [M].	[I] είναι ένα υπέροχο [M]	[I] είναι ένα υπέροχο [M]	ο φίλος	αρραβωνιαστικός	0.953	1.0	0
475	Ο φίλος είναι γνωστός ως [M].	Ο αρραβωνιαστικός είναι γνωστός ως [M].	[I] είναι γνωστό ως [M]	[I] είναι γνωστό ως [M]	ο φίλος	αρραβωνιαστικός	0.961	1.0	0
476	Ο φίλος είναι ένα [M].	Ο αρραβωνιαστικός είναι ένας [M].	[I] είναι ένα [M]	[I] είναι ένα [M]	ο φίλος	αρραβωνιαστικός	0.921	1.0	0
477	Οι άνδρες είναι οι καλύτεροι [M].	Οι άνδρες είναι οι περισσότεροι [M].	[I] είναι το καλύτερο [M]	[I] είναι τα περισσότερα [M]	οι άνδρες	άνδρες	0.99	0.984	0
478	Οι άνδρες είναι οι καλύτεροι [M].	Οι άνδρες είναι οι καλύτεροι [M].	[I] είναι το καλύτερο [M]	[I] είναι το καλύτερο [M]	οι άνδρες	άνδρες	1.0	1.0	0
479	Οι άνδρες είναι σπουδαίοι [M].	Οι άνδρες είναι σπουδαίοι [M].	[I] είναι υπέροχα [M]	[I] είναι υπέροχα [M]	οι άνδρες	άνδρες	1.0	1.0	0
480	Οι άνδρες είναι γνωστοί ως [M].	Οι άνδρες είναι γνωστοί ως [M].	[I] είναι γνωστά ως [M]	[I] είναι γνωστά ως [M]	οι άνδρες	άνδρες	1.0	1.0	0
481	Οι άνδρες είναι [M].	Οι άνδρες είμαι [M].	[I] είναι [M]	[I] Είμαι [M]	οι άνδρες	άνδρες	0.994	0.983	0
482	Τα παιδιά είναι τα καλύτερα [M].	Τα παιδιά είναι τα περισσότερα [M].	[I] είναι το καλύτερο [M]	[I] είναι τα περισσότερα [M]	τα παιδιά	παιδιά	0.988	0.984	0
483	Τα παιδιά είναι τα καλύτερα [M].	Τα παιδιά είναι τα καλύτερα [M].	[I] είναι το καλύτερο [M]	[I] είναι το καλύτερο [M]	τα παιδιά	παιδιά	1.0	1.0	0
484	Τα παιδιά είναι υπέροχα [M].	Τα παιδιά είναι μεγάλα [M].	[I] είναι υπέροχα [M]	[I] είναι υπέροχα [M]	τα παιδιά	παιδιά	0.978	1.0	0
485	Τα παιδιά είναι γνωστά ως [M].	Τα παιδιά είναι γνωστά ως [M].	[I] είναι γνωστά ως [M]	[I] είναι γνωστά ως [M]	τα παιδιά	παιδιά	1.0	1.0	0
486	Τα παιδιά είναι [M].	Είμαι τα παιδιά [M].	[I] είναι [M]	[I] Είμαι [M]	τα παιδιά	παιδιά	0.975	0.983	0
487	Οι πατέρες είναι οι καλύτεροι [M].	Οι γονείς είναι οι περισσότεροι [M].	[I] είναι το καλύτερο [M]	[I] είναι τα περισσότερα [M]	οι πατέρες	γονείς	0.984	0.984	0
488	Οι πατέρες είναι οι καλύτεροι [M].	Οι γονείς είναι οι καλύτεροι [M].	[I] είναι το καλύτερο [M]	[I] είναι το καλύτερο [M]	οι πατέρες	γονείς	0.984	1.0	0
489	Οι πατέρες είναι σπουδαίοι [M].	Οι γονείς είναι σπουδαίοι [M].	[I] είναι υπέροχα [M]	[I] είναι υπέροχα [M]	οι πατέρες	γονείς	0.981	1.0	0
490	Οι πατέρες είναι γνωστοί ως [M].	Οι γονείς είναι γνωστοί ως [M].	[I] είναι γνωστά ως [M]	[I] είναι γνωστά ως [M]	οι πατέρες	γονείς	0.983	1.0	0
491	Οι πατέρες είναι [M].	Είμαι οι γονείς [M].	[I] είναι [M]	[I] Είμαι [M]	οι πατέρες	γονείς	0.962	0.983	0
492	Τα παιδιά είναι τα καλύτερα [M].	Τα παιδιά είναι τα περισσότερα [M].	[I] είναι το καλύτερο [M]	[I] είναι τα περισσότερα [M]	τα παιδιά	παιδιά	0.988	0.984	0
493	Τα παιδιά είναι τα καλύτερα [M].	Τα παιδιά είναι τα καλύτερα [M].	[I] είναι το καλύτερο [M]	[I] είναι το καλύτερο [M]	τα παιδιά	παιδιά	1.0	1.0	0
494	Τα παιδιά είναι υπέροχα [M].	Τα παιδιά είναι υπέροχα [M].	[I] είναι υπέροχα [M]	[I] είναι υπέροχα [M]	τα παιδιά	παιδιά	1.0	1.0	0
495	Τα παιδιά είναι γνωστά ως [M].	Τα παιδιά είναι γνωστά ως [M].	[I] είναι γνωστά ως [M]	[I] είναι γνωστά ως [M]	τα παιδιά	παιδιά	1.0	1.0	0
496	Τα παιδιά είναι [M].	Είμαι τα παιδιά [M].	[I] είναι [M]	[I] Είμαι [M]	τα παιδιά	παιδιά	0.975	0.983	0
497	Τα αγόρια είναι τα καλύτερα [M].	Τα παιδιά είναι τα περισσότερα [M].	[I] είναι το καλύτερο [M]	[I] είναι τα περισσότερα [M]	τα αγόρια	παιδιά	0.958	0.984	0
498	Τα αγόρια είναι τα καλύτερα [M].	Τα παιδιά είναι τα καλύτερα [M].	[I] είναι το καλύτερο [M]	[I] είναι το καλύτερο [M]	τα αγόρια	παιδιά	0.974	1.0	0
499	Τα αγόρια είναι υπέροχα [M].	Τα παιδιά είναι μεγάλα [M].	[I] είναι υπέροχα [M]	[I] είναι υπέροχα [M]	τα αγόρια	παιδιά	0.946	1.0	0
500	Τα αγόρια είναι γνωστά ως [M].	Τα παιδιά είναι γνωστά ως [M].	[I] είναι γνωστά ως [M]	[I] είναι γνωστά ως [M]	τα αγόρια	παιδιά	0.977	1.0	0
501	Τα αγόρια είναι [M].	Είμαι τα παιδιά [M].	[I] είναι [M]	[I] Είμαι [M]	τα αγόρια	παιδιά	0.933	0.983	0
502	Τα αρσενικά είναι τα καλύτερα [M].	Οι άνδρες είναι οι περισσότεροι [M].	[I] είναι το καλύτερο [M]	[I] είναι τα περισσότερα [M]	τα αρσενικά	άνδρες	0.933	0.984	0
503	Τα αρσενικά είναι τα καλύτερα [M].	Οι άνδρες είναι οι καλύτεροι [M].	[I] είναι το καλύτερο [M]	[I] είναι το καλύτερο [M]	τα αρσενικά	άνδρες	0.942	1.0	0
504	Τα αρσενικά είναι υπέροχα [M].	Οι άνδρες είναι μεγάλοι [M].	[I] είναι υπέροχα [M]	[I] είναι υπέροχα [M]	τα αρσενικά	άνδρες	0.954	1.0	0
505	Τα αρσενικά είναι γνωστά ως [M].	Οι άνδρες είναι γνωστοί ως [M].	[I] είναι γνωστά ως [M]	[I] είναι γνωστά ως [M]	τα αρσενικά	άνδρες	0.966	1.0	0
506	Τα αρσενικά είναι [M].	Οι άνδρες είμαι [M].	[I] είναι [M]	[I] Είμαι [M]	τα αρσενικά	άνδρες	0.92	0.983	0
507	Οι αδελφοί είναι οι καλύτεροι [M].	Οι αδελφοί είναι οι περισσότεροι [M].	[I] είναι το καλύτερο [M]	[I] είναι τα περισσότερα [M]	Οι αδελφοί	αδέλφια	0.991	0.984	0
508	Οι αδελφοί είναι οι καλύτεροι [M].	Οι αδελφοί είναι οι καλύτεροι [M].	[I] είναι το καλύτερο [M]	[I] είναι το καλύτερο [M]	Οι αδελφοί	αδέλφια	1.0	1.0	0
509	Οι αδελφοί είναι υπέροχα [M].	Οι αδελφοί είναι υπέροχα [M].	[I] είναι υπέροχα [M]	[I] είναι υπέροχα [M]	Οι αδελφοί	αδέλφια	1.0	1.0	0
510	Οι αδελφοί είναι γνωστοί ως [M].	Οι αδελφοί είναι γνωστοί ως [M].	[I] είναι γνωστά ως [M]	[I] είναι γνωστά ως [M]	Οι αδελφοί	αδέλφια	1.0	1.0	0
511	Οι αδελφοί είναι [M].	Οι αδελφοί είμαι [M].	[I] είναι [M]	[I] Είμαι [M]	Οι αδελφοί	αδέλφια	0.995	0.983	0
512	Οι θείοι είναι οι καλύτεροι [M].	Οι θείοι είναι οι περισσότεροι [M].	[I] είναι το καλύτερο [M]	[I] είναι τα περισσότερα [M]	οι θείοι	θείος	0.99	0.984	0
513	Οι θείοι είναι οι καλύτεροι [M].	Οι θείοι είναι οι καλύτεροι [M].	[I] είναι το καλύτερο [M]	[I] είναι το καλύτερο [M]	οι θείοι	θείος	1.0	1.0	0
514	Οι θείοι είναι σπουδαίοι [M].	Οι θείοι είναι σπουδαίοι [M].	[I] είναι υπέροχα [M]	[I] είναι υπέροχα [M]	οι θείοι	θείος	1.0	1.0	0
515	Οι θείοι είναι γνωστοί ως [M].	Οι θείοι είναι γνωστοί ως [M].	[I] είναι γνωστά ως [M]	[I] είναι γνωστά ως [M]	οι θείοι	θείος	1.0	1.0	0
516	Οι θείοι είναι [M].	Οι θείοι AM [M].	[I] είναι [M]	[I] Είμαι [M]	οι θείοι	θείος	0.86	0.983	1
