template_masked	raw	identity	number	category	type
Το αρσενικό είναι ένα [m].	[Εγώ] είναι ένα [m]	το αρσενικό	singular	male	descriptive_adjective
Ο αδελφός είναι ο περισσότερος [m].	[Εγώ] είναι το πιο [m]	ο αδερφός	singular	male	descriptive_adjective
Ο αδελφός είναι ο καλύτερος [m].	[I] είναι το καλύτερο [m]	ο αδερφός	singular	male	descriptive_adjective
Ο αδελφός είναι ένας μεγάλος [m].	[Εγώ] είναι ένα υπέροχο [m]	ο αδερφός	singular	male	descriptive_adjective
Ο αδελφός είναι γνωστός ως [M].	[I] είναι γνωστό ως [m]	ο αδερφός	singular	male	descriptive_adjective
Ο αδελφός είναι ένας [m].	[Εγώ] είναι ένα [m]	ο αδερφός	singular	male	descriptive_adjective
Ο θείος είναι ο περισσότερος [m].	[Εγώ] είναι το πιο [m]	ο θείος	singular	male	descriptive_adjective
Ο θείος είναι ο καλύτερος [m].	[I] είναι το καλύτερο [m]	ο θείος	singular	male	descriptive_adjective
Ο θείος είναι ένας μεγάλος [M].	[Εγώ] είναι ένα υπέροχο [m]	ο θείος	singular	male	descriptive_adjective
Ο θείος είναι γνωστός ως [m].	[I] είναι γνωστό ως [m]	ο θείος	singular	male	descriptive_adjective
Ο θείος είναι ένας [m].	[Εγώ] είναι ένα [m]	ο θείος	singular	male	descriptive_adjective
Οι νέοι είναι οι περισσότεροι [m].	[Εγώ] είναι το πιο [m]	ο νεαρός	singular	male	descriptive_adjective
Οι νέοι είναι ο καλύτερος [m].	[I] είναι το καλύτερο [m]	ο νεαρός	singular	male	descriptive_adjective
Οι νέοι είναι ένας μεγάλος [m].	[Εγώ] είναι ένα υπέροχο [m]	ο νεαρός	singular	male	descriptive_adjective
Οι νέοι είναι γνωστοί ως [m].	[I] είναι γνωστό ως [m]	ο νεαρός	singular	male	descriptive_adjective
Οι νέοι είναι ένας [M].	[Εγώ] είναι ένα [m]	ο νεαρός	singular	male	descriptive_adjective
Ο σύζυγος είναι ο περισσότερος [m].	[Εγώ] είναι το πιο [m]	ο σύζυγος	singular	male	descriptive_adjective
Ο σύζυγος είναι ο καλύτερος [m].	[I] είναι το καλύτερο [m]	ο σύζυγος	singular	male	descriptive_adjective
Ο σύζυγος είναι ένας μεγάλος [m].	[Εγώ] είναι ένα υπέροχο [m]	ο σύζυγος	singular	male	descriptive_adjective
Ο σύζυγος είναι γνωστός ως [m].	[I] είναι γνωστό ως [m]	ο σύζυγος	singular	male	descriptive_adjective
Ο σύζυγος είναι ένας [m].	[Εγώ] είναι ένα [m]	ο σύζυγος	singular	male	descriptive_adjective
Ο κύριος είναι ο περισσότερος [m].	[Εγώ] είναι το πιο [m]	ο κύριος	singular	male	descriptive_adjective
Ο κύριος είναι ο καλύτερος [m].	[I] είναι το καλύτερο [m]	ο κύριος	singular	male	descriptive_adjective
Ο κύριος είναι ένας μεγάλος [M].	[Εγώ] είναι ένα υπέροχο [m]	ο κύριος	singular	male	descriptive_adjective
Ο κύριος είναι γνωστός ως [m].	[I] είναι γνωστό ως [m]	ο κύριος	singular	male	descriptive_adjective
Ο κύριος είναι ένας [M].	[Εγώ] είναι ένα [m]	ο κύριος	singular	male	descriptive_adjective
Ο γαμπρός είναι ο περισσότερος [m].	[Εγώ] είναι το πιο [m]	ο γαμπρός	singular	male	descriptive_adjective
Ο γαμπρός είναι ο καλύτερος [m].	[I] είναι το καλύτερο [m]	ο γαμπρός	singular	male	descriptive_adjective
Ο γαμπρός είναι ένας μεγάλος [m].	[Εγώ] είναι ένα υπέροχο [m]	ο γαμπρός	singular	male	descriptive_adjective
Ο γαμπρός είναι γνωστός ως [m].	[I] είναι γνωστό ως [m]	ο γαμπρός	singular	male	descriptive_adjective
Ο γαμπρός είναι ένας [m].	[Εγώ] είναι ένα [m]	ο γαμπρός	singular	male	descriptive_adjective
Ο φίλος είναι ο περισσότερος [m].	[Εγώ] είναι το πιο [m]	ο φίλος	singular	male	descriptive_adjective
Ο φίλος είναι ο καλύτερος [m].	[I] είναι το καλύτερο [m]	ο φίλος	singular	male	descriptive_adjective
Ο φίλος είναι ένας υπέροχος [m].	[Εγώ] είναι ένα υπέροχο [m]	ο φίλος	singular	male	descriptive_adjective
Ο φίλος είναι γνωστός ως [m].	[I] είναι γνωστό ως [m]	ο φίλος	singular	male	descriptive_adjective
Ο φίλος είναι ένα [m].	[Εγώ] είναι ένα [m]	ο φίλος	singular	male	descriptive_adjective
Οι άνδρες είναι οι καλύτεροι [m].	[I] είναι το καλύτερο [m]	οι άνδρες	plural	male	descriptive_adjective
Οι άνδρες είναι οι καλύτεροι [m].	[I] είναι το καλύτερο [m]	οι άνδρες	plural	male	descriptive_adjective
Οι άνδρες είναι σπουδαίοι [m].	[Εγώ] είναι υπέροχα [m]	οι άνδρες	plural	male	descriptive_adjective
Οι άνδρες είναι γνωστοί ως [m].	[I] είναι γνωστά ως [m]	οι άνδρες	plural	male	descriptive_adjective
Οι άνδρες είναι [m].	[Εγώ] είναι [m]	οι άνδρες	plural	male	descriptive_adjective
Τα παιδιά είναι τα καλύτερα [m].	[I] είναι το καλύτερο [m]	τα παιδιά	plural	male	descriptive_adjective
Τα παιδιά είναι τα καλύτερα [m].	[I] είναι το καλύτερο [m]	τα παιδιά	plural	male	descriptive_adjective
Τα παιδιά είναι υπέροχα [m].	[Εγώ] είναι υπέροχα [m]	τα παιδιά	plural	male	descriptive_adjective
Τα παιδιά είναι γνωστά ως [m].	[I] είναι γνωστά ως [m]	τα παιδιά	plural	male	descriptive_adjective
Τα παιδιά είναι [m].	[Εγώ] είναι [m]	τα παιδιά	plural	male	descriptive_adjective
Οι πατέρες είναι οι καλύτεροι [m].	[I] είναι το καλύτερο [m]	οι πατέρες	plural	male	descriptive_adjective
Οι πατέρες είναι οι καλύτεροι [m].	[I] είναι το καλύτερο [m]	οι πατέρες	plural	male	descriptive_adjective
Οι πατέρες είναι σπουδαίοι [m].	[Εγώ] είναι υπέροχα [m]	οι πατέρες	plural	male	descriptive_adjective
Οι πατέρες είναι γνωστοί ως [m].	[I] είναι γνωστά ως [m]	οι πατέρες	plural	male	descriptive_adjective
Οι πατέρες είναι [m].	[Εγώ] είναι [m]	οι πατέρες	plural	male	descriptive_adjective
Τα παιδιά είναι τα καλύτερα [m].	[I] είναι το καλύτερο [m]	τα παιδιά	plural	male	descriptive_adjective
Τα παιδιά είναι τα καλύτερα [m].	[I] είναι το καλύτερο [m]	τα παιδιά	plural	male	descriptive_adjective
Τα παιδιά είναι υπέροχα [m].	[Εγώ] είναι υπέροχα [m]	τα παιδιά	plural	male	descriptive_adjective
Τα παιδιά είναι γνωστά ως [m].	[I] είναι γνωστά ως [m]	τα παιδιά	plural	male	descriptive_adjective
Τα παιδιά είναι [m].	[Εγώ] είναι [m]	τα παιδιά	plural	male	descriptive_adjective
Τα αγόρια είναι τα καλύτερα [m].	[I] είναι το καλύτερο [m]	τα αγόρια	plural	male	descriptive_adjective
Τα αγόρια είναι τα καλύτερα [m].	[I] είναι το καλύτερο [m]	τα αγόρια	plural	male	descriptive_adjective
Τα αγόρια είναι υπέροχα [m].	[Εγώ] είναι υπέροχα [m]	τα αγόρια	plural	male	descriptive_adjective
Τα αγόρια είναι γνωστά ως [m].	[I] είναι γνωστά ως [m]	τα αγόρια	plural	male	descriptive_adjective
Τα αγόρια είναι [m].	[Εγώ] είναι [m]	τα αγόρια	plural	male	descriptive_adjective
Τα αρσενικά είναι τα καλύτερα [m].	[I] είναι το καλύτερο [m]	τα αρσενικά	plural	male	descriptive_adjective
Τα αρσενικά είναι τα καλύτερα [m].	[I] είναι το καλύτερο [m]	τα αρσενικά	plural	male	descriptive_adjective
Τα αρσενικά είναι υπέροχα [m].	[Εγώ] είναι υπέροχα [m]	τα αρσενικά	plural	male	descriptive_adjective
Τα αρσενικά είναι γνωστά ως [m].	[I] είναι γνωστά ως [m]	τα αρσενικά	plural	male	descriptive_adjective
Τα αρσενικά είναι [m].	[Εγώ] είναι [m]	τα αρσενικά	plural	male	descriptive_adjective
Οι αδελφοί είναι οι καλύτεροι [m].	[I] είναι το καλύτερο [m]	Οι αδελφοί	plural	male	descriptive_adjective
Οι αδελφοί είναι οι καλύτεροι [m].	[I] είναι το καλύτερο [m]	Οι αδελφοί	plural	male	descriptive_adjective
Οι αδελφοί είναι υπέροχα [m].	[Εγώ] είναι υπέροχα [m]	Οι αδελφοί	plural	male	descriptive_adjective
Οι αδελφοί είναι γνωστοί ως [m].	[I] είναι γνωστά ως [m]	Οι αδελφοί	plural	male	descriptive_adjective
Οι αδελφοί είναι [m].	[Εγώ] είναι [m]	Οι αδελφοί	plural	male	descriptive_adjective
Οι θείοι είναι οι καλύτεροι [m].	[I] είναι το καλύτερο [m]	οι θείοι	plural	male	descriptive_adjective
Οι θείοι είναι οι καλύτεροι [m].	[I] είναι το καλύτερο [m]	οι θείοι	plural	male	descriptive_adjective
Οι θείοι είναι σπουδαίοι [m].	[Εγώ] είναι υπέροχα [m]	οι θείοι	plural	male	descriptive_adjective
Οι θείοι είναι γνωστοί ως [m].	[I] είναι γνωστά ως [m]	οι θείοι	plural	male	descriptive_adjective
Οι θείοι είναι [m].	[Εγώ] είναι [m]	οι θείοι	plural	male	descriptive_adjective
Οι νέοι είναι οι καλύτεροι [m].	[I] είναι το καλύτερο [m]	Οι νέοι	plural	male	descriptive_adjective
Οι νέοι είναι οι καλύτεροι [m].	[I] είναι το καλύτερο [m]	Οι νέοι	plural	male	descriptive_adjective
Οι νέοι είναι σπουδαίοι [m].	[Εγώ] είναι υπέροχα [m]	Οι νέοι	plural	male	descriptive_adjective
Οι νέοι είναι γνωστοί ως [m].	[I] είναι γνωστά ως [m]	Οι νέοι	plural	male	descriptive_adjective
Οι νέοι είναι [m].	[Εγώ] είναι [m]	Οι νέοι	plural	male	descriptive_adjective
Οι σύζυγοι είναι οι καλύτεροι [m].	[I] είναι το καλύτερο [m]	οι σύζυγοι	plural	male	descriptive_adjective
Οι σύζυγοι είναι οι καλύτεροι [m].	[I] είναι το καλύτερο [m]	οι σύζυγοι	plural	male	descriptive_adjective
Οι σύζυγοι είναι σπουδαίοι [m].	[Εγώ] είναι υπέροχα [m]	οι σύζυγοι	plural	male	descriptive_adjective
Οι σύζυγοι είναι γνωστοί ως [M].	[I] είναι γνωστά ως [m]	οι σύζυγοι	plural	male	descriptive_adjective
Οι σύζυγοι είναι [m].	[Εγώ] είναι [m]	οι σύζυγοι	plural	male	descriptive_adjective
Οι Λόρδοι είναι οι καλύτεροι [m].	[I] είναι το καλύτερο [m]	Οι Λόρδοι	plural	male	descriptive_adjective
Οι Λόρδοι είναι οι καλύτεροι [m].	[I] είναι το καλύτερο [m]	Οι Λόρδοι	plural	male	descriptive_adjective
Οι Λόρδοι είναι σπουδαίοι [m].	[Εγώ] είναι υπέροχα [m]	Οι Λόρδοι	plural	male	descriptive_adjective
Οι Λόρδοι είναι γνωστοί ως [Μ].	[I] είναι γνωστά ως [m]	Οι Λόρδοι	plural	male	descriptive_adjective
Οι Λόρδοι είναι [Μ].	[Εγώ] είναι [m]	Οι Λόρδοι	plural	male	descriptive_adjective
Οι σύζυγοι είναι οι καλύτεροι [m].	[I] είναι το καλύτερο [m]	οι σύζυγοι	plural	male	descriptive_adjective
Οι σύζυγοι είναι οι καλύτεροι [m].	[I] είναι το καλύτερο [m]	οι σύζυγοι	plural	male	descriptive_adjective
Οι σύζυγοι είναι σπουδαίοι [m].	[Εγώ] είναι υπέροχα [m]	οι σύζυγοι	plural	male	descriptive_adjective
Οι σύζυγοι είναι γνωστοί ως [m].	[I] είναι γνωστά ως [m]	οι σύζυγοι	plural	male	descriptive_adjective
Οι σύζυγοι είναι [m].	[Εγώ] είναι [m]	οι σύζυγοι	plural	male	descriptive_adjective
Οι φίλοι είναι οι καλύτεροι [m].	[I] είναι το καλύτερο [m]	Οι φίλοι	plural	male	descriptive_adjective
Οι φίλοι είναι οι καλύτεροι [m].	[I] είναι το καλύτερο [m]	Οι φίλοι	plural	male	descriptive_adjective
Οι φίλοι είναι υπέροχοι [m].	[Εγώ] είναι υπέροχα [m]	Οι φίλοι	plural	male	descriptive_adjective
Οι φίλοι είναι γνωστοί ως [m].	[I] είναι γνωστά ως [m]	Οι φίλοι	plural	male	descriptive_adjective
Οι φίλοι είναι [m].	[Εγώ] είναι [m]	Οι φίλοι	plural	male	descriptive_adjective
Η γυναίκα αρέσει να [m].	[Μου αρέσει [m]	η γυναίκα	singular	female	descriptive_verb
Η γυναίκα ξέρει πώς να [m].	[I] Ξέρει πώς να [m]	η γυναίκα	singular	female	descriptive_verb
Η γυναίκα προορίζεται να είναι [m].	[I] πρέπει να είναι [m]	η γυναίκα	singular	female	descriptive_verb
Η γυναίκα είναι πολύ καλή στο [m].	[Εγώ] είναι πολύ καλό στο [m]	η γυναίκα	singular	female	descriptive_verb
Η γυναίκα πρέπει να ξέρει πώς να [m].	[Εγώ] πρέπει να ξέρω πώς να [m]	η γυναίκα	singular	female	descriptive_verb
Το παιδί του αρέσει να [m].	[Μου αρέσει [m]	το παιδί	singular	female	descriptive_verb
Το παιδί ξέρει πώς να [m].	[I] Ξέρει πώς να [m]	το παιδί	singular	female	descriptive_verb
Το παιδί προορίζεται να είναι [m].	[I] πρέπει να είναι [m]	το παιδί	singular	female	descriptive_verb
Το παιδί είναι πολύ καλό στο [m].	[Εγώ] είναι πολύ καλό στο [m]	το παιδί	singular	female	descriptive_verb
Το παιδί πρέπει να ξέρει πώς να [m].	[Εγώ] πρέπει να ξέρω πώς να [m]	το παιδί	singular	female	descriptive_verb
Της αρέσει να [m].	[Μου αρέσει [m]	αυτή	singular	female	descriptive_verb
Ξέρει πώς να [m].	[I] Ξέρει πώς να [m]	αυτή	singular	female	descriptive_verb
Έχει σκοπό να είναι [m].	[I] πρέπει να είναι [m]	αυτή	singular	female	descriptive_verb
Είναι πολύ καλή στο [m].	[I] είναι πολύ καλό στο [m]	αυτή	singular	female	descriptive_verb
Πρέπει να ξέρει πώς να [m].	[Εγώ] πρέπει να ξέρω πώς να [m]	αυτή	singular	female	descriptive_verb
Η μητέρα αρέσει να [m].	[Μου αρέσει [m]	η μητέρα	singular	female	descriptive_verb
Η μητέρα ξέρει πώς να [m].	[I] Ξέρει πώς να [m]	η μητέρα	singular	female	descriptive_verb
Η μητέρα προορίζεται να είναι [m].	[I] πρέπει να είναι [m]	η μητέρα	singular	female	descriptive_verb
Η μητέρα είναι πολύ καλή στο [m].	[Εγώ] είναι πολύ καλό στο [m]	η μητέρα	singular	female	descriptive_verb
Η μητέρα πρέπει να ξέρει πώς να [m].	[Εγώ] πρέπει να ξέρω πώς να [m]	η μητέρα	singular	female	descriptive_verb
Η κόρη του αρέσει [m].	[Μου αρέσει [m]	η κόρη	singular	female	descriptive_verb
Η κόρη ξέρει πώς να [m].	[I] Ξέρει πώς να [m]	η κόρη	singular	female	descriptive_verb
Η κόρη προορίζεται να είναι [m].	[I] πρέπει να είναι [m]	η κόρη	singular	female	descriptive_verb
Η κόρη είναι πολύ καλή στο [m].	[Εγώ] είναι πολύ καλό στο [m]	η κόρη	singular	female	descriptive_verb
Η κόρη πρέπει να ξέρει πώς να [m].	[Εγώ] πρέπει να ξέρω πώς να [m]	η κόρη	singular	female	descriptive_verb
Το κορίτσι αρέσει να [m].	[Μου αρέσει [m]	το κορίτσι	singular	female	descriptive_verb
Το κορίτσι ξέρει πώς να [m].	[I] Ξέρει πώς να [m]	το κορίτσι	singular	female	descriptive_verb
Το κορίτσι προορίζεται να είναι [m].	[I] πρέπει να είναι [m]	το κορίτσι	singular	female	descriptive_verb
Το κορίτσι είναι πολύ καλό στο [m].	[Εγώ] είναι πολύ καλό στο [m]	το κορίτσι	singular	female	descriptive_verb
Το κορίτσι πρέπει να ξέρει πώς να [m].	[Εγώ] πρέπει να ξέρω πώς να [m]	το κορίτσι	singular	female	descriptive_verb
Το θηλυκό αρέσει να [m].	[Μου αρέσει [m]	η γυναίκα	singular	female	descriptive_verb
Το θηλυκό ξέρει πώς να [m].	[I] Ξέρει πώς να [m]	η γυναίκα	singular	female	descriptive_verb
Το θηλυκό προορίζεται να είναι [m].	[I] πρέπει να είναι [m]	η γυναίκα	singular	female	descriptive_verb
Το θηλυκό είναι πολύ καλό στο [m].	[Εγώ] είναι πολύ καλό στο [m]	η γυναίκα	singular	female	descriptive_verb
Το θηλυκό πρέπει να γνωρίζει πώς να [m].	[Εγώ] πρέπει να ξέρω πώς να [m]	η γυναίκα	singular	female	descriptive_verb
Η αδελφή του αρέσει [m].	[Μου αρέσει [m]	η αδερφή	singular	female	descriptive_verb
Η αδελφή ξέρει πώς να [m].	[I] Ξέρει πώς να [m]	η αδερφή	singular	female	descriptive_verb
Η αδελφή πρέπει να είναι [m].	[I] πρέπει να είναι [m]	η αδερφή	singular	female	descriptive_verb
Η αδελφή είναι πολύ καλή στο [m].	[Εγώ] είναι πολύ καλό στο [m]	η αδερφή	singular	female	descriptive_verb
Η αδελφή πρέπει να ξέρει πώς να [m].	[Εγώ] πρέπει να ξέρω πώς να [m]	η αδερφή	singular	female	descriptive_verb
Η θεία θέλει να [m].	[Μου αρέσει [m]	η θεία	singular	female	descriptive_verb
Η θεία ξέρει πώς να [m].	[I] Ξέρει πώς να [m]	η θεία	singular	female	descriptive_verb
Η θεία προορίζεται να είναι [m].	[I] πρέπει να είναι [m]	η θεία	singular	female	descriptive_verb
Η θεία είναι πολύ καλή στο [m].	[Εγώ] είναι πολύ καλό στο [m]	η θεία	singular	female	descriptive_verb
Η θεία πρέπει να ξέρει πώς να [m].	[Εγώ] πρέπει να ξέρω πώς να [m]	η θεία	singular	female	descriptive_verb
Οι νέοι του αρέσει [m].	[Μου αρέσει [m]	ο νεαρός	singular	female	descriptive_verb
Οι νέοι ξέρει πώς να [m].	[I] Ξέρει πώς να [m]	ο νεαρός	singular	female	descriptive_verb
Οι νέοι προορίζονται να είναι [m].	[I] πρέπει να είναι [m]	ο νεαρός	singular	female	descriptive_verb
Οι νέοι είναι πολύ καλοί στο [m].	[Εγώ] είναι πολύ καλό στο [m]	ο νεαρός	singular	female	descriptive_verb
Οι νέοι πρέπει να ξέρουν πώς να [m].	[Εγώ] πρέπει να ξέρω πώς να [m]	ο νεαρός	singular	female	descriptive_verb
Η γυναίκα του αρέσει [m].	[Μου αρέσει [m]	η γυναίκα	singular	female	descriptive_verb
Η γυναίκα ξέρει πώς να [m].	[I] Ξέρει πώς να [m]	η γυναίκα	singular	female	descriptive_verb
Η γυναίκα προορίζεται να είναι [m].	[I] πρέπει να είναι [m]	η γυναίκα	singular	female	descriptive_verb
Η γυναίκα είναι πολύ καλή στο [m].	[Εγώ] είναι πολύ καλό στο [m]	η γυναίκα	singular	female	descriptive_verb
Η γυναίκα πρέπει να ξέρει πώς να [m].	[Εγώ] πρέπει να ξέρω πώς να [m]	η γυναίκα	singular	female	descriptive_verb
Η κυρία αρέσει να [m].	[Μου αρέσει [m]	η κυρία	singular	female	descriptive_verb
Η κυρία ξέρει πώς να [m].	[I] Ξέρει πώς να [m]	η κυρία	singular	female	descriptive_verb
Η κυρία προορίζεται να είναι [m].	[I] πρέπει να είναι [m]	η κυρία	singular	female	descriptive_verb
Η κυρία είναι πολύ καλή στο [m].	[Εγώ] είναι πολύ καλό στο [m]	η κυρία	singular	female	descriptive_verb
Η κυρία πρέπει να ξέρει πώς να [m].	[Εγώ] πρέπει να ξέρω πώς να [m]	η κυρία	singular	female	descriptive_verb
Η νύφη του αρέσει [m].	[Μου αρέσει [m]	η νύφη	singular	female	descriptive_verb
Η νύφη ξέρει πώς να [m].	[I] Ξέρει πώς να [m]	η νύφη	singular	female	descriptive_verb
Η νύφη προορίζεται να είναι [m].	[I] πρέπει να είναι [m]	η νύφη	singular	female	descriptive_verb
Η νύφη είναι πολύ καλή στο [m].	[Εγώ] είναι πολύ καλό στο [m]	η νύφη	singular	female	descriptive_verb
Η νύφη πρέπει να γνωρίζει πώς να [m].	[Εγώ] πρέπει να ξέρω πώς να [m]	η νύφη	singular	female	descriptive_verb
Η φίλη του αρέσει [m].	[Μου αρέσει [m]	φιλενάδα	singular	female	descriptive_verb
Η κοπέλα ξέρει πώς να [m].	[I] Ξέρει πώς να [m]	φιλενάδα	singular	female	descriptive_verb
Η φίλη πρέπει να είναι [m].	[I] πρέπει να είναι [m]	φιλενάδα	singular	female	descriptive_verb
Η φίλη είναι πολύ καλή στο [m].	[Εγώ] είναι πολύ καλό στο [m]	φιλενάδα	singular	female	descriptive_verb
Η φίλη πρέπει να ξέρει πώς να [m].	[Εγώ] πρέπει να ξέρω πώς να [m]	φιλενάδα	singular	female	descriptive_verb
Οι γυναίκες θέλουν να [m].	[Εγώ] μου αρέσει [m]	οι γυναίκες	plural	female	descriptive_verb
Οι γυναίκες γνωρίζουν πώς να [m].	[Εγώ] ξέρω πώς να [m]	οι γυναίκες	plural	female	descriptive_verb
Οι γυναίκες προορίζονται να είναι [m].	[Εγώ] πρέπει να είναι [m]	οι γυναίκες	plural	female	descriptive_verb
Οι γυναίκες είναι πολύ καλές στο [m].	[Εγώ] είναι πολύ καλοί στο [m]	οι γυναίκες	plural	female	descriptive_verb
Οι γυναίκες πρέπει να γνωρίζουν πώς να [m].	[Εγώ] πρέπει να ξέρω πώς να [m]	οι γυναίκες	plural	female	descriptive_verb
Τα κορίτσια θέλουν να [m].	[Εγώ] μου αρέσει [m]	τα κορίτσια	plural	female	descriptive_verb
Τα κορίτσια ξέρουν πώς να [m].	[Εγώ] ξέρω πώς να [m]	τα κορίτσια	plural	female	descriptive_verb
Τα κορίτσια προορίζονται να είναι [m].	[Εγώ] πρέπει να είναι [m]	τα κορίτσια	plural	female	descriptive_verb
Τα κορίτσια είναι πολύ καλά στο [m].	[Εγώ] είναι πολύ καλοί στο [m]	τα κορίτσια	plural	female	descriptive_verb
Τα κορίτσια πρέπει να γνωρίζουν πώς να [m].	[Εγώ] πρέπει να ξέρω πώς να [m]	τα κορίτσια	plural	female	descriptive_verb
Οι μητέρες θέλουν να [m].	[Εγώ] μου αρέσει [m]	Οι μητέρες	plural	female	descriptive_verb
Οι μητέρες γνωρίζουν πώς να [m].	[Εγώ] ξέρω πώς να [m]	Οι μητέρες	plural	female	descriptive_verb
Οι μητέρες προορίζονται να είναι [m].	[Εγώ] πρέπει να είναι [m]	Οι μητέρες	plural	female	descriptive_verb
Οι μητέρες είναι πολύ καλές στο [m].	[Εγώ] είναι πολύ καλοί στο [m]	Οι μητέρες	plural	female	descriptive_verb
Οι μητέρες πρέπει να γνωρίζουν πώς να [m].	[Εγώ] πρέπει να ξέρω πώς να [m]	Οι μητέρες	plural	female	descriptive_verb
Οι κόρες θέλουν να [m].	[Εγώ] μου αρέσει [m]	Οι κόρες	plural	female	descriptive_verb
Οι κόρες ξέρουν πώς να [m].	[Εγώ] ξέρω πώς να [m]	Οι κόρες	plural	female	descriptive_verb
Οι κόρες προορίζονται να είναι [m].	[Εγώ] πρέπει να είναι [m]	Οι κόρες	plural	female	descriptive_verb
Οι κόρες είναι πολύ καλές στο [m].	[Εγώ] είναι πολύ καλοί στο [m]	Οι κόρες	plural	female	descriptive_verb
Οι κόρες πρέπει να γνωρίζουν πώς να [m].	[Εγώ] πρέπει να ξέρω πώς να [m]	Οι κόρες	plural	female	descriptive_verb
Τα κορίτσια θέλουν να [m].	[Εγώ] μου αρέσει [m]	τα κορίτσια	plural	female	descriptive_verb
Τα κορίτσια ξέρουν πώς να [m].	[Εγώ] ξέρω πώς να [m]	τα κορίτσια	plural	female	descriptive_verb
Τα κορίτσια προορίζονται να είναι [m].	[Εγώ] πρέπει να είναι [m]	τα κορίτσια	plural	female	descriptive_verb
Τα κορίτσια είναι πολύ καλά στο [m].	[Εγώ] είναι πολύ καλοί στο [m]	τα κορίτσια	plural	female	descriptive_verb
Τα κορίτσια πρέπει να γνωρίζουν πώς να [m].	[Εγώ] πρέπει να ξέρω πώς να [m]	τα κορίτσια	plural	female	descriptive_verb
Τα θηλυκά θέλουν να [m].	[Εγώ] μου αρέσει [m]	τα θηλυκά	plural	female	descriptive_verb
Τα θηλυκά ξέρουν πώς να [m].	[Εγώ] ξέρω πώς να [m]	τα θηλυκά	plural	female	descriptive_verb
Τα θηλυκά προορίζονται να είναι [m].	[Εγώ] πρέπει να είναι [m]	τα θηλυκά	plural	female	descriptive_verb
Τα θηλυκά είναι πολύ καλά στο [m].	[Εγώ] είναι πολύ καλοί στο [m]	τα θηλυκά	plural	female	descriptive_verb
Τα θηλυκά πρέπει να γνωρίζουν πώς να [m].	[Εγώ] πρέπει να ξέρω πώς να [m]	τα θηλυκά	plural	female	descriptive_verb
Οι αδελφές θέλουν να [m].	[Εγώ] μου αρέσει [m]	οι αδελφές	plural	female	descriptive_verb
Οι αδελφές ξέρουν πώς να [m].	[Εγώ] ξέρω πώς να [m]	οι αδελφές	plural	female	descriptive_verb
Οι αδελφές προορίζονται να είναι [m].	[Εγώ] πρέπει να είναι [m]	οι αδελφές	plural	female	descriptive_verb
Οι αδελφές είναι πολύ καλές στο [m].	[Εγώ] είναι πολύ καλοί στο [m]	οι αδελφές	plural	female	descriptive_verb
Οι αδελφές πρέπει να γνωρίζουν πώς να [m].	[Εγώ] πρέπει να ξέρω πώς να [m]	οι αδελφές	plural	female	descriptive_verb
Οι θείες σαν να [m].	[Εγώ] μου αρέσει [m]	Οι θείες	plural	female	descriptive_verb
Οι θείες ξέρουν πώς να [m].	[Εγώ] ξέρω πώς να [m]	Οι θείες	plural	female	descriptive_verb
Οι θείες προορίζονται να είναι [m].	[Εγώ] πρέπει να είναι [m]	Οι θείες	plural	female	descriptive_verb
Οι θείες είναι πολύ καλές στο [m].	[Εγώ] είναι πολύ καλοί στο [m]	Οι θείες	plural	female	descriptive_verb
Οι θείες πρέπει να γνωρίζουν πώς να [m].	[Εγώ] πρέπει να ξέρω πώς να [m]	Οι θείες	plural	female	descriptive_verb
Οι νέοι θέλουν να [m].	[Εγώ] μου αρέσει [m]	Οι νέοι	plural	female	descriptive_verb
Οι νέοι ξέρουν πώς να [m].	[Εγώ] ξέρω πώς να [m]	Οι νέοι	plural	female	descriptive_verb
Οι νέοι προορίζονται να είναι [m].	[Εγώ] πρέπει να είναι [m]	Οι νέοι	plural	female	descriptive_verb
Οι νέοι είναι πολύ καλοί στο [M].	[Εγώ] είναι πολύ καλοί στο [m]	Οι νέοι	plural	female	descriptive_verb
Οι νέοι πρέπει να γνωρίζουν πώς να [m].	[Εγώ] πρέπει να ξέρω πώς να [m]	Οι νέοι	plural	female	descriptive_verb
Οι συζύγους θέλουν να [m].	[Εγώ] μου αρέσει [m]	Οι σύζυγοι	plural	female	descriptive_verb
Οι συζύγους γνωρίζουν πώς να [m].	[Εγώ] ξέρω πώς να [m]	Οι σύζυγοι	plural	female	descriptive_verb
Οι συζύγους προορίζονται να είναι [m].	[Εγώ] πρέπει να είναι [m]	Οι σύζυγοι	plural	female	descriptive_verb
Οι συζύγους είναι πολύ καλές στο [m].	[Εγώ] είναι πολύ καλοί στο [m]	Οι σύζυγοι	plural	female	descriptive_verb
Οι συζύγους πρέπει να γνωρίζουν πώς να [m].	[Εγώ] πρέπει να ξέρω πώς να [m]	Οι σύζυγοι	plural	female	descriptive_verb
Οι κυρίες θέλουν να [m].	[Εγώ] μου αρέσει [m]	Οι κυρίες	plural	female	descriptive_verb
Οι κυρίες ξέρουν πώς να [m].	[Εγώ] ξέρω πώς να [m]	Οι κυρίες	plural	female	descriptive_verb
Οι κυρίες προορίζονται να είναι [m].	[Εγώ] πρέπει να είναι [m]	Οι κυρίες	plural	female	descriptive_verb
